Regional,Elemento,Rodovia,Levantamento,Km,Extensão (m),Dimensão (m),Tipo,Latitude-montante,Longitude-montante,Latitude-jusante,Longitude-jusante
CGR 01,Bueiro,SP 081,27/11/2024,"0,7000","11,00","0,40",Bueiro Simples Tubular de Concreto,"-22,8789700","-46,9560800","-22,8789200","-46,9562200"
CGR 01,Bueiro,SP 081,27/11/2024,"0,8800","11,00","0,60",Bueiro Simples Tubular de Concreto,"-22,8808700","-46,9551800","-22,8808000","-46,9553400"
CGR 01,Bueiro,SP 081,27/11/2024,"1,2100","27,50","0,60",Bueiro Simples Tubular de Concreto,"-22,8813400","-46,9519100","-22,8815500","-46,9518100"
CGR 01,Bueiro,SP 081,27/11/2024,"5,6000","15,00","0,40",Bueiro Simples Tubular de Concreto,"-22,8913600","-46,9168300","-22,8912800","-46,9170500"
CGR 01,Bueiro,SP 081,27/11/2024,"8,0000","11,00","0,80",Bueiro Simples Tubular de Concreto,"-22,8938800","-46,9013200","-22,8939100","-46,9014600"
CGR 01,Bueiro,SP 081,27/11/2024,"8,1000","11,00","0,80",Bueiro Simples Tubular de Concreto,"-22,8938800","-46,8973900","-22,8945100","-46,8974200"
CGR 01,Bueiro,SP 081,27/11/2024,"8,2000","11,00","0,60",Bueiro Simples Tubular de Concreto,"-22,8938800","-46,8973900","-22,8945100","-46,8974200"
CGR 01,Bueiro,SP 081,27/11/2024,"8,3000","11,00","0,60",Bueiro Simples Tubular de Concreto,"-22,8957450","-46,8963700","-22,8950700","-46,8963500"
CGR 01,Bueiro,SP 081,27/11/2024,"8,4000","11,00","0,60",Bueiro Simples Tubular de Concreto,"-22,8953700","-46,8961600","-22,8956500","-46,8960900"
CGR 01,Bueiro,SP 091,29/11/2024,"90,5300","10,00","1,00",Bueiro Simples Tubular de Concreto,"-22,9586000","-47,0171000","-22,9586000","-47,0171000"
CGR 01,Bueiro,SP 091,29/11/2024,"90,6700","15,00","1,00",Bueiro Simples Tubular de Concreto,"-22,9578000","-47,0195000","-22,9578000","-47,0194000"
CGR 01,Bueiro,SPA 110/330,29/11/2024,"0,5000","20,00","1,50",Bueiro Simples Tubular de Concreto,"-22,8145000","-47,1942000","-22,8146000","-47,1942000"
CGR 01,Bueiro,SPA 110/330,29/11/2024,"1,2500","18,23","1,00",Bueiro Simples Tubular de Concreto,"-22,8111000","-47,1913000","-22,8111000","-47,1913000"
CGR 01,Bueiro,SPA 110/330,29/11/2024,"1,3200","20,14","1,50",Bueiro Simples Tubular de Concreto,"-22,8108000","-47,1905000","-22,8107000","-47,1903000"
CGR 01,Bueiro,SPA 110/330,29/11/2024,"1,3700","10,00","0,60",Bueiro Simples Tubular de Concreto,"-22,8107000","-47,1903000","-22,8107000","-47,1903000"
CGR 01,Bueiro,SPA 110/330,29/11/2024,"2,4200","41,93","0,60",Bueiro Simples Tubular de Concreto,"-22,8107000","-47,1806000","-22,8067000","-47,1806000"
CGR 01,Bueiro,SPA 110/330,29/11/2024,"2,5600","36,70","0,60",Bueiro Simples Tubular de Concreto,"-22,8065000","-47,1802000","-22,8065000","-47,1802000"
CGR 01,Bueiro,SPA 110/330,29/11/2024,"2,5800","6,48","0,60",Bueiro Simples Tubular de Concreto,"-22,8065000","-47,1802000","-22,8065000","-47,1802000"
CGR 01,Bueiro,SPA 115/330,29/11/2024,"0,4900","11,00","0,40",Bueiro Simples Tubular de Concreto,"-22,7931000","-47,2280000","-22,7930000","-47,2278000"
CGR 01,Bueiro,SPA 115/330,29/11/2024,"1,0500","19,29","1,00",Bueiro Simples Tubular de Concreto,"-22,7969000","-47,2325000","-22,7968000","-47,2325000"
CGR 01,Bueiro,SPA 115/330,29/11/2024,"2,2900","11,00","0,80",Bueiro Simples Tubular de Concreto,"-22,8040000","-47,2428000","-22,8039000","-47,2429000"
CGR 01,Bueiro,SPA 115/330,29/11/2024,"2,2910","11,00","0,80",Bueiro Simples Tubular de Concreto,"-22,8042000","-47,2430000","-22,8041000","-47,2430000"
CGR 01,Bueiro,SPA 127/304,29/11/2024,"3,8900","11,00","1,00",Bueiro Simples Tubular de Concreto,"-22,8042000","-47,2430000","-22,8041000","-47,2430000"
CGR 01,Bueiro,SPA 115/330,29/11/2024,"1,0100","18,04","0,60",Bueiro Simples Tubular de Concreto,"-22,7931000","-47,2869000","-22,7929000","-47,2868000"
CGR 01,Bueiro,SP 073,02/12/2024,"0,4400","19,31","0,40",Bueiro Simples Tubular de Concreto,"-22,9377000","-47,0732000","-22,9372000","-47,0736000"
CGR 01,Bueiro,SP 073,02/12/2024,"0,8700","23,32","0,80",Bueiro Simples Tubular de Concreto,"-22,9421000","-47,0709000","-22,9421000","-47,0709000"
CGR 01,Bueiro,SP 073,02/12/2024,"0,8800","14,68","0,60",Bueiro Simples Tubular de Concreto,"-22,9421000","-47,0709000","-22,9421000","-47,0709000"
CGR 01,Bueiro,SP 073,02/12/2024,"1,3700","18,57","0,60",Bueiro Simples Tubular de Concreto,"-22,9451000","-47,0719000","-22,9452000","-47,0718000"
CGR 01,Bueiro,SP 073,02/12/2024,"4,8000","20,00","0,60",Bueiro Simples Tubular de Concreto,"-22,9763000","-47,0853000","-22,9764000","-47,0853000"
CGR 01,Bueiro,SP 073,02/12/2024,"7,0700","11,00","0,60",Bueiro Simples Tubular de Concreto,"-22,9983000","-47,0851000","-22,9983000","-47,0850000"
CGR 01,Bueiro,SP 073,02/12/2024,"7,9600","13,25","1,20",Bueiro Simples Tubular de Concreto,"-23,0000000","-47,0870000","-22,9999000","-47,0870000"
CGR 01,Bueiro,SP 073,02/12/2024,"8,3200","13,82","0,40",Bueiro Simples Tubular de Concreto,"-23,0057000","-47,0900000","-23,0055000","-47,0899000"
CGR 01,Bueiro,SP 073,02/12/2024,"8,5400","28,71","1,00",Bueiro Simples Tubular de Concreto,"-23,0057000","-47,0902000","-23,0056000","-47,0901000"
CGR 01,Bueiro,SP 073,02/12/2024,"9,9600","12,31","0,40",Bueiro Simples Tubular de Concreto,"-23,0131000","-47,0931000","-23,0130000","-47,0930000"
CGR 01,Bueiro,SP 073,02/12/2024,"9,9610","5,57","0,60",Bueiro Simples Tubular de Concreto,"-23,0128000","-47,0929000","-23,0128000","-47,0930000"
CGR 01,Bueiro,SP 073,02/12/2024,"10,3300","7,43","0,60",Bueiro Simples Tubular de Concreto,"-23,0128000","-47,0929000","-23,0128000","-47,0930000"
CGR 01,Bueiro,SP 073,02/12/2024,"12,3900","7,87","0,60",Bueiro Simples Tubular de Concreto,"-23,0340000","-47,1051000","-23,0339000","-47,1050000"
CGR 01,Bueiro,SPA 135/065,03/12/2024,"0,6000","13,00","0,60",Bueiro Simples Tubular de Concreto,"-22,8511000","-47,0426000","-22,8511000","-47,0426000"
CGR 01,Bueiro,SPA 135/065,03/12/2024,"0,6500","13,00","0,60",Bueiro Simples Tubular de Concreto,"-22,8516000","-47,0428000","-22,8513000","-47,0426000"
CGR 01,Bueiro,SPA 135/065,03/12/2024,"0,7000","15,00","0,60",Bueiro Simples Tubular de Concreto,"-22,8517000","-47,0428000","-22,8515000","-47,0427000"
CGR 01,Bueiro,SPA 135/065,03/12/2024,"0,7500","7,00","0,60",Bueiro Simples Tubular de Concreto,"-22,8521000","-47,0429000","-22,8521000","-47,0429000"
CGR 01,Bueiro,SP 107,03/12/2024,"30,9600","11,00","0,60",Bueiro Simples Tubular de Concreto,"-22,6308000","-47,0352000","-22,6310000","-47,0352000"
CGR 01,Bueiro,SP 107,03/12/2024,"44,6000","13,50","0,60",Bueiro Simples Tubular de Concreto,"-22,5855000","-47,1554000","-22,5857000","-47,1555000"
CGR 01,Bueiro,SP 133,03/12/2024,"4,8300","39,70","0,60",Bueiro Simples Tubular de Concreto,"-22,6380000","-47,3256000","-22,6381000","-47,3258000"
CGR 01,Bueiro,SP 133,03/12/2024,"7,8600","8,70","4,00",Bueiro Simples Tubular de Concreto,"-22,6239000","-47,2567000","-22,6240000","-47,2566000"
CGR 01,Bueiro,SP 133,03/12/2024,"8,7900","15,00","1,50",Bueiro Simples Tubular de Concreto,"-22,6191000","-47,2492000","-22,6189000","-47,2495000"
CGR 01,Bueiro,SP 133,03/12/2024,"9,7200","12,60","0,80",Bueiro Simples Tubular de Concreto,"-22,6191000","-47,2492000","-22,6189000","-47,2495000"
CGR 01,Bueiro,SP 133,03/12/2024,"12,4700","22,60","0,60",Bueiro Simples Tubular de Concreto,"-22,6208000","-47,2191000","-22,6210000","-47,2187000"
CGR 01,Bueiro,SP 133,03/12/2024,"12,5700","16,70","1,50",Bueiro Simples Tubular de Concreto,"-22,6217000","-47,2180000","-22,6215000","-47,2179000"
CGR 01,Bueiro,SP 133,03/12/2024,"14,2700","18,50","0,60",Bueiro Simples Tubular de Concreto,"-22,6312000","-47,2083000","-22,6314000","-47,2084000"
CGR 01,Bueiro,SP 332,04/12/2024,"98,4900","8,64","0,60",Bueiro Simples Tubular de Concreto,"-22,9684000","-47,0378000","-22,9686000","-47,0376000"
CGR 01,Bueiro,SP 332,04/12/2024,"98,3300","11,00","0,60",Bueiro Simples Tubular de Concreto,"-22,9686000","-47,0376000","-22,9686000","-47,0376000"
CGR 01,Bueiro,SP 332,04/12/2024,"99,1400","15,27","0,60",Bueiro Simples Tubular de Concreto,"-22,9610000","-47,0418000","-22,9609000","-47,0420000"
CGR 01,Bueiro,SP 332,04/12/2024,"100,0400","8,43","0,40",Bueiro Simples Tubular de Concreto,"-22,9540000","-47,0423000","-22,9539000","-47,0424000"
CGR 01,Bueiro,SP 332,04/12/2024,"100,1100","11,00","0,40",Bueiro Simples Tubular de Concreto,"-22,9540000","-47,0423000","-22,9539000","-47,0424000"
CGR 01,Bueiro,SP 332,04/12/2024,"100,1700","10,00","0,60",Bueiro Simples Tubular de Concreto,"-22,9540000","-47,0425000","-22,9540000","-47,0425000"
CGR 01,Bueiro,SP 081,10/12/2024,"8,5000","11,00","0,60",Bueiro Simples Tubular de Concreto,"-22,8959500","-46,8952400","-22,8953800","-46,8952400"
CGR 01,Bueiro,SP 081,10/12/2024,"8,6000","11,00","0,60",Bueiro Simples Tubular de Concreto,"-22,8975000","-46,8942100","-22,8971700","-46,8942100"
CGR 01,Bueiro,SP 081,10/12/2024,"8,7300","11,00","0,60",Bueiro Simples Tubular de Concreto,"-22,8975900","-46,8923400","-22,8974300","-46,8924500"
CGR 01,Bueiro,SP 081,10/12/2024,"9,0700","8,05","0,60",Bueiro Simples Tubular de Concreto,"-22,8954800","-46,8881800","-22,8955000","-46,8882800"
CGR 01,Bueiro,SP 081,10/12/2024,"9,2000","8,65","0,60",Bueiro Simples Tubular de Concreto,"-22,8938400","-46,8866900","-22,8938300","-46,8867500"
CGR 01,Bueiro,SP 081,10/12/2024,"9,2900","8,60","0,60",Bueiro Simples Tubular de Concreto,"-22,8935800","-46,8861500","-22,8935100","-46,8861700"
CGR 01,Bueiro,SP 081,10/12/2024,"9,7300","7,00","0,60",Bueiro Simples Tubular de Concreto,"-22,8932500","-4688493,0000000","-22,8933600","-46,8849400"
CGR 01,Bueiro,SP 081,10/12/2024,"10,3300","8,90","0,60",Bueiro Simples Tubular de Concreto,"-22,8930500","-46,8822500","-22,8930900","-46,8823300"
CGR 01,Bueiro,SP 081,10/12/2024,"11,5100","10,00","0,80",Bueiro Simples Tubular de Concreto,"-22,8830800","-46,8771000","-22,8830200","-46,8772200"
CGR 01,Bueiro,SP 081,10/12/2024,"12,4000","11,00","0,80",Bueiro Simples Tubular de Concreto,"-22,8789900","-46,8747400","-22,8783800","-46,8746200"
CGR 01,Bueiro,SP 081,10/12/2024,"12,2700","12,30","0,60",Bueiro Simples Tubular de Concreto,"-22,8793500","-46,8753300","-22,8791800","-46,8753900"
CGR 01,Bueiro,SP 081,11/12/2024,"12,4200","12,50","0,80",Bueiro Simples Tubular de Concreto,"-22,8779300","-46,8741600","-22,8780400","-46,8742300"
CGR 01,Bueiro,SP 081,11/12/2024,"12,5500","14,10","1,00",Bueiro Simples Tubular de Concreto,"-22,8773000","-46,8723700","-22,8779400","-46,8723500"
CGR 01,Bueiro,SP 081,11/12/2024,"13,4000","10,00","1,20",Bueiro Simples Tubular de Concreto,"-22,8804600","-46,8624300","-22,8808700","-46,8617900"
CGR 01,Bueiro,SP 081,11/12/2024,"10,7000","11,00","0,60",Bueiro Simples Tubular de Concreto,"-22,8897400","-46,8817600","-22,8897700","-46,8816300"
CGR 01,Bueiro,SP 073,20/12/2024,"13,5000","32,00","0,60",Bueiro Simples Tubular de Concreto,"-23,0411000","-47,1106000","-23,0411000","-47,1105000"
CGR 01,Bueiro,SP 073,20/12/2024,"11,6000","15,00","0,60",Bueiro Simples Tubular de Concreto,"-23,0283000","-47,0982000","-23,0284000","-47,0980000"
CGR 01,Bueiro,SP 073,20/12/2024,"9,3000","18,00","1,00",Bueiro Simples Tubular de Concreto,"-23,0125000","-47,0927000","-23,0124000","-47,0926000"
CGR 01,Bueiro,SP 073,20/12/2024,"9,3200","20,00","1,00",Bueiro Simples Tubular de Concreto,"-23,0124000","-47,0292800","-23,0124000","-47,0926000"
CGR 01,Bueiro,SP 073,20/12/2024,"8,0200","15,00","0,60",Bueiro Simples Tubular de Concreto,"-23,0021000","-47,0887000","-23,0020000","-47,0885000"
CGR 01,Bueiro,SP 073,20/12/2024,"4,8200","12,00","0,80",Bueiro Simples Tubular de Concreto,"-22,9749000","-47,0853000","-22,9748000","-47,0853000"
CGR 01,Bueiro,SP 332,20/12/2024,"100,1500","10,00","0,80",Bueiro Simples Tubular de Concreto,"-22,9536000","-47,0429000","-22,9535000","-47,0430000"
CGR 01,Bueiro,SP 073,20/12/2024,"0,4500","10,00","0,80",Bueiro Simples Tubular de Concreto,"-22,9384000","-47,0728000","-22,9382000","-47,0729000"
CGR 01,Bueiro,SPA 110/330,20/12/2024,"2,9000","10,00","1,00",Bueiro Simples Tubular de Concreto,"-22,8044000","-47,1780000","-22,8043000","-47,1779000"
CGR 01,Bueiro,SP 107,20/12/2024,"29,9000","18,00","0,80",Bueiro Simples Tubular de Concreto,"-22,6270000","-47,0257000","-22,6271000","-47,0259000"
CGR 01,Bueiro,SPA 110/330,20/12/2024,"2,8500","20,00","0,60",Bueiro Simples Tubular de Concreto,"-22,8049000","-47,1779000","-22,8049000","-47,1779000"
CGR 01,Bueiro,SPA 110/330,20/12/2024,"2,1000","20,00","1,00",Bueiro Simples Tubular de Concreto,"-22,8079000","-47,1839000","-22,8078000","-47,1839000"
CGR 01,Bueiro,SPA 110/330,20/12/2024,"2,0500","18,00","0,80",Bueiro Simples Tubular de Concreto,"-22,8081000","-47,1848000","-22,8081000","-47,1848000"
CGR 01,Bueiro,SPA 110/330,20/12/2024,"1,8000","23,00","0,60",Bueiro Simples Tubular de Concreto,"-22,8094000","-47,1880000","-22,8095000","-47,1881000"
CGR 01,Bueiro,SPA 110/330,20/12/2024,"1,7500","21,00","1,00",Bueiro Simples Tubular de Concreto,"-22,8097000","-47,1885000","-22,8097000","-47,1886000"
CGR 01,Bueiro,SPA 110/330,20/12/2024,"1,6000","20,00","1,00",Bueiro Simples Tubular de Concreto,"-22,8104000","-47,1904000","-22,8130000","-47,1949000"
CGR 01,Bueiro,SPA 110/330,20/12/2024,"0,7300","7,80","1,00",Bueiro Simples Tubular de Concreto,"-22,8130000","-47,1949000","-22,8130000","-47,1948000"
CGR 01,Bueiro,SPA 110/330,20/12/2024,"0,7700","10,00","0,80",Bueiro Simples Tubular de Concreto,"-22,8135000","-47,1937000","-22,8135000","-47,1937000"
CGR 01,Bueiro,SP 081,26/12/2024,"0,6000","10,00","0,60",Bueiro Simples Tubular de Concreto,"-22,8815000","-46,9539000","-22,8809000","-46,9552000"
CGR 01,Bueiro,SP 081,26/12/2024,"2,0000","40,00","0,60",Bueiro Simples Tubular de Concreto,"-22,8861000","-46,9452000","-22,8862000","-46,9451000"
CGR 01,Bueiro,SP 081,26/12/2024,"4,0500","40,00","0,60",Bueiro Simples Tubular de Concreto,"-22,8868000","-46,9305000","-22,8970000","-46,9306000"
CGR 01,Bueiro,SP 081,26/12/2024,"5,4000","40,00","0,60",Bueiro Simples Tubular de Concreto,"-22,8918000","-46,9191000","-22,8917000","-46,9190000"
CGR 01,Bueiro,SP 081,26/12/2024,"6,0000","13,50","0,60",Bueiro Simples Tubular de Concreto,"-22,8919000","-46,9134000","-22,8919000","-46,9133000"
CGR 01,Bueiro,SP 081,26/12/2024,"9,9000","15,00","0,80",Bueiro Simples Tubular de Concreto,"-22,8932000","-46,8855000","-22,8898000","-46,8817000"
CGR 01,Bueiro,SPA 127/340,30/10/2024,"3,9950","11,00","0,60",Bueiro Simples Tubular de Concreto,"-22,7939000","-47,2872000","-22,7938000","-47,2872000"
CGR 01,Bueiro,SPA 115/330,30/10/2024,"2,4000","60,00","1,00",Bueiro Simples Tubular de Concreto,"-22,8043000","-47,2426000","-22,8044000","-47,2427000"
CGR 01,Bueiro,SP 063,28/11/2024,"19,3200","18,50","0,60",Bueiro Simples Tubular de Concreto,"-23,0150000","-46,8377000","-23,0149000","-46,8378000"
CGR 01,Bueiro,SP 063,28/11/2024,"22,4000","11,00","0,60",Bueiro Simples Tubular de Concreto,"-23,0047000","-46,8169000","-23,0045000","-46,8169000"
CGR 01,Bueiro,SP 063,28/11/2024,"22,6000","8,50","0,60",Bueiro Simples Tubular de Concreto,"-23,0028000","-46,8143000","-23,0027000","-46,8144000"
CGR 01,Bueiro,SP 063,28/11/2024,"22,9000","11,00","0,60",Bueiro Simples Tubular de Concreto,"-23,0018000","-46,8121000","-23,0016000","-46,8122000"
CGR 01,Bueiro,SP 063,28/11/2024,"23,5500","14,20","0,60",Bueiro Simples Tubular de Concreto,"-22,9980000","-46,8070000","-22,9981000","-46,8069000"
CGR 01,Bueiro,SP 063,28/11/2024,"24,2900","8,20","0,60",Bueiro Simples Tubular de Concreto,"-22,9943000","-46,8004000","-22,9942000","-46,8005000"
CGR 01,Bueiro,SP 063,28/11/2024,"24,5000","10,00","0,80",Bueiro Simples Tubular de Concreto,"-22,9940000","-46,7992000","-22,9939000","-46,7992000"
CGR 01,Bueiro,SP 063,28/11/2024,"24,6700","34,10","0,80",Bueiro Simples Tubular de Concreto,"-22,9936000","-46,7972000","-22,9932000","-46,7974000"
CGR 01,Bueiro,SPA 053/332,28/11/2024,"1,4200","12,70","0,60",Bueiro Simples Tubular de Concreto,"-22,9940000","-46,7992000","-23,2426000","-46,8276000"
CGR 01,Bueiro,SP 063,28/11/2024,"24,7200","7,80","0,60",Bueiro Simples Tubular de Concreto,"-22,9928000","-46,7957000","-23,9928000","-46,7958000"
CGR 01,Bueiro,SP 063,28/11/2024,"24,7700","29,80","0,80",Bueiro Simples Tubular de Concreto,"-22,9931000","-46,7956000","-23,9932000","-46,7957000"
CGR 01,Bueiro,SPA 053/332,28/11/2024,"1,5300","17,10","1,00",Bueiro Simples Tubular de Concreto,"-23,2413000","-46,8275000","-23,2413000","-46,8273000"
CGR 01,Bueiro,SPA 053/332,28/11/2024,"2,3600","13,90","0,60",Bueiro Simples Tubular de Concreto,"-23,2353000","-46,8282000","-23,2353000","-46,8279000"
CGR 01,Bueiro,SP 063,28/11/2024,"25,3100","16,90","0,60",Bueiro Simples Tubular de Concreto,"-23,9924000","-46,7927000","-22,9920000","-46,7929000"
CGR 01,Bueiro,SP 063,28/11/2024,"26,4000","16,90","0,60",Bueiro Simples Tubular de Concreto,"-22,9859000","-46,7842000","-22,9860000","-46,7841000"
CGR 01,Bueiro,SPA 053/332,28/11/2024,"3,9000","8,70","0,80",Bueiro Simples Tubular de Concreto,"-23,2232000","-46,8296000","-23,2232000","-46,8294000"
CGR 01,Bueiro,SP 063,28/11/2024,"26,7400","11,00","0,60",Bueiro Simples Tubular de Concreto,"-22,9836000","-46,7836000","-22,9837000","-46,7834000"
CGR 01,Bueiro,SPA 053/332,28/11/2024,"4,4100","12,00","0,60",Bueiro Simples Tubular de Concreto,"-23,2194000","-46,8312000","-23,2193000","-46,8311000"
CGR 01,Bueiro,SP 063,28/11/2024,"28,7000","11,00","0,60",Bueiro Simples Tubular de Concreto,"-22,9784000","-46,7658000","-22,9782000","-46,7657000"
CGR 01,Bueiro,SP 063,28/11/2024,"29,1000","10,90","0,60",Bueiro Simples Tubular de Concreto,"-22,9792000","-46,7613000","-22,9791000","-46,7612000"
CGR 01,Bueiro,SP 063,28/11/2024,"30,0500","13,00","0,60",Bueiro Simples Tubular de Concreto,"-22,9803000","-46,7549000","-22,9802000","-46,7549000"
CGR 01,Bueiro,SP 063,28/11/2024,"31,0100","10,00","0,60",Bueiro Simples Tubular de Concreto,"-22,9812000","-46,7439000","-22,9811000","-46,7439000"
CGR 01,Bueiro,SP 063,28/11/2024,"33,1900","13,30","0,60",Bueiro Simples Tubular de Concreto,"-22,9736000","-46,7257000","-22,9738000","-46,7257000"
CGR 01,Bueiro,SP 063,28/11/2024,"33,3000","30,00","0,60",Bueiro Simples Tubular de Concreto,"-22,9729000","-46,7240000","-22,9733000","-46,7238000"
CGR 01,Bueiro,SP 063,28/11/2024,"33,3700","20,70","0,60",Bueiro Simples Tubular de Concreto,"-22,9732000","-46,7231000","-22,9732000","-46,7231000"
CGR 01,Bueiro,SP 063,28/11/2024,"33,4700","20,45","0,30",Bueiro Simples Tubular de Concreto,"-22,9730000","-46,7236000","-22,9729000","-46,7235000"
CGR 01,Bueiro,SPA 075/330,28/11/2024,"0,6000","10,00","0,60",Bueiro Simples Tubular de Concreto,"-23,0505000","-46,9861000","-23,0500000","-46,9860000"
CGR 01,Bueiro,SP 063,28/11/2024,"33,5000","29,00","0,60",Bueiro Simples Tubular de Concreto,"-22,9724000","-46,7218000","-22,9725000","-46,7217000"
CGR 01,Bueiro,SPA 075/330,28/11/2024,"1,2000","10,00","0,60",Bueiro Simples Tubular de Concreto,"-23,0505000","-46,9861000","-23,0505000","-46,9860000"
CGR 01,Bueiro,SPA 075/330,28/11/2024,"1,3000","10,00","0,60",Bueiro Simples Tubular de Concreto,"-23,0500000","-46,9861000","-23,0498000","-46,9860000"
CGR 01,Bueiro,SPA 075/330,28/11/2024,"1,3900","10,00","0,60",Bueiro Simples Tubular de Concreto,"-23,0493000","-46,9860000","-23,0491000","-46,9858000"
CGR 01,Bueiro,SP 063,28/11/2024,"33,5200","19,00","0,60",Bueiro Simples Tubular de Concreto,"-22,9722000","-46,7210000","-22,9723000","-46,7208000"
CGR 01,Bueiro,SPA 066/300,29/11/2024,"0,5000","10,00","0,60",Bueiro Simples Tubular de Concreto,"-23,1796000","-46,9726000","-23,1795000","-46,9727000"
CGR 01,Bueiro,SPA 066/300,29/11/2024,"2,7200","14,50","0,60",Bueiro Simples Tubular de Concreto,"-23,1724000","-46,9935000","-23,1724000","-46,9936000"
CGR 01,Bueiro,SP 360,29/11/2024,"82,1000","20,00","0,60",Bueiro Simples Tubular de Concreto,"-23,0353000","-46,8427000","-23,0355000","-46,8427000"
CGR 01,Bueiro,SPA 066/300,29/11/2024,"4,2900","14,50","0,60",Bueiro Simples Tubular de Concreto,"-23,1663000","-47,0075000","-23,1664000","-47,0074000"
CGR 01,Bueiro,SP 360,29/11/2024,"82,2000","20,00","0,60",Bueiro Simples Tubular de Concreto,"-23,0338000","-46,8424000","-23,0339000","-46,8422000"
CGR 01,Bueiro,SP 360,29/11/2024,"82,6400","26,40","0,80",Bueiro Simples Tubular de Concreto,"-23,0303000","-46,8419000","-23,0302000","-46,8417000"
CGR 01,Bueiro,SP 360,29/11/2024,"82,8900","23,80","0,60",Bueiro Simples Tubular de Concreto,"-23,0278000","-46,8409000","-23,0277000","-46,8409000"
CGR 01,Bueiro,SPA 066/300,29/11/2024,"8,6500","30,40","0,60",Bueiro Simples Tubular de Concreto,"-23,1565000","-47,0431000","-23,1564000","-47,0432000"
CGR 01,Bueiro,SPA 066/300,29/11/2024,"6,2000","15,30","0,60",Bueiro Simples Tubular de Concreto,"-23,1615000","-47,0233000","-23,1615000","-47,0233000"
CGR 01,Bueiro,SPA 082/330,29/11/2024,"1,0000","15,30","0,60",Bueiro Simples Tubular de Concreto,"-23,0055000","-47,0124000","-23,0055000","-47,0123000"
CGR 01,Bueiro,SPA 082/330,29/11/2024,"2,9000","14,50","0,60",Bueiro Simples Tubular de Concreto,"-22,9914000","-47,0046000","-22,9914000","-47,0046000"
CGR 01,Bueiro,SP 324,02/12/2024,"86,6000","11,00","0,60",Bueiro Simples Tubular de Concreto,"-23,0455000","-47,0980000","-23,0456000","-47,0979000"
CGR 01,Bueiro,SP 324,02/12/2024,"85,4600","11,00","0,60",Bueiro Simples Tubular de Concreto,"-23,0495000","-47,0835000","-23,0495000","-47,0834000"
CGR 01,Bueiro,SP 324,02/12/2024,"84,3600","6,50","0,40",Bueiro Simples Tubular de Concreto,"-23,0501000","-47,0798000","-23,0503000","-47,0799000"
CGR 01,Bueiro,SP 324,02/12/2024,"79,4200","7,70","2,00",Bueiro Simples Tubular de Concreto,"-23,0591000","-47,0309000","-23,0590000","-47,0308000"
CGR 01,Bueiro,SP 324,02/12/2024,"78,2800","10,00","0,60",Passagem Gado,"-23,0621000","-47,0240000","-23,0620000","-47,0240000"
CGR 01,Bueiro,SP 324,02/12/2024,"77,1300","16,20","0,60",Bueiro Simples Tubular de Concreto,"-23,0624000","-47,0128000","-23,0623000","-47,0128000"
CGR 01,Bueiro,SP 324,02/12/2024,"76,4700","14,20","1,00",Bueiro Simples Tubular de Concreto,"-23,0622000","-47,0055000","-23,0622000","-47,0055000"
CGR 01,Bueiro,SP 332,02/12/2024,"83,9400","13,00","0,60",Bueiro Simples Tubular de Concreto,"-23,0405000","-46,9681000","-23,0405000","-46,9682000"
CGR 01,Bueiro,SP 332,02/12/2024,"80,1300","24,70","0,60",Bueiro Simples Tubular de Concreto,"-23,0666000","-46,9497000","-23,0674000","-46,9500000"
CGR 01,Bueiro,SP 332,02/12/2024,"80,2300","14,60","0,60",Bueiro Simples Tubular de Concreto,"-23,0662000","-46,9496000","-23,0664000","-46,9495000"
CGR 01,Bueiro,SP 354,03/12/2024,"77,7800","12,90","3,00",Bueiro Simples Tubular de Concreto,"-23,0654100","-46,6840000","-23,0652000","-46,6838000"
CGR 01,Bueiro,SP 354,03/12/2024,"77,6000","12,30","0,80",Bueiro Simples Tubular de Concreto,"-23,0712000","-46,6878000","-23,0713000","-46,6877000"
CGR 01,Bueiro,SP 354,03/12/2024,"72,8400","15,30","0,60",Bueiro Simples Tubular de Concreto,"-23,0970000","-46,7199000","-23,0970000","-46,7197000"
CGR 01,Bueiro,SP 354,03/12/2024,"71,7200","11,00","0,60",Bueiro Simples Tubular de Concreto,"-23,1027000","-46,7218000","-23,1027000","-46,7218000"
CGR 01,Bueiro,SP 354,03/12/2024,"70,9400","32,30","0,60",Bueiro Simples Tubular de Concreto,"-23,1135000","-46,7250000","-23,1135000","-46,7251000"
CGR 01,Bueiro,SP 354,03/12/2024,"70,2000","55,01","0,80",Bueiro Simples Tubular de Concreto,"-23,1172000","-46,7273000","-23,1172000","-46,7273000"
CGR 01,Bueiro,SP 354,03/12/2024,"66,5600","12,40","0,60",Bueiro Simples Tubular de Concreto,"-23,1420000","-46,7433000","-23,1420000","-46,7435000"
CGR 01,Bueiro,SP 354,03/12/2024,"64,2000","25,00","0,60",Bueiro Simples Tubular de Concreto,"-23,1610000","-46,7528000","-23,1610000","-46,7528000"
CGR 01,Bueiro,SP 354,03/12/2024,"64,1100","37,00","0,60",Bueiro Simples Tubular de Concreto,"-23,1613000","-46,7531000","-23,1614000","-46,7532000"
CGR 01,Bueiro,SP 354,03/12/2024,"62,1000","13,85","0,60",Bueiro Simples Tubular de Concreto,"-23,1706000","-46,7677000","-23,1704000","-46,7677000"
