Regional,Elemento,Rodovia,Levantamento,Km,Extensão (m),Dimensão (m),Tipo,Latitude-montante,Longitude-montante,Latitude-jusante,Longitude-jusante
CGR 10,Bueiro,SP 354,27/11/2024,"39,6250","17,00","0,00",Bueiro Simples Tubular de Concreto,"-23,3402080","-46,8264200","-23,3402770","-46,8265200"
CGR 10,Bueiro,SP 354,27/11/2024,"39,6400","11,00","0,00",Bueiro Simples Tubular de Concreto,"-23,3400570","-46,8263180","-23,3401500","-46,8263080"
CGR 10,Bueiro,SP 354,27/11/2024,"39,6400","15,00","0,00",Bueiro Simples Tubular de Concreto,"-23,3401230","-46,8262730","-23,3402150","-46,8264380"
CGR 10,Bueiro,SP 354,27/11/2024,"39,7400","20,00","0,00",Bueiro Simples Tubular de Concreto,"-23,3395130","-46,8255220","-23,3396800","-46,8254880"
CGR 10,Bueiro,SP 354,27/11/2024,"39,7400","100,00","0,00",Bueiro Simples Tubular de Concreto,"-23,3396850","-46,8255100","-23,3401500","-46,8263080"
CGR 10,Bueiro,SP 354,27/11/2024,"40,2000","100,00","0,60",Bueiro Simples Tubular de Concreto,"-23,3361180","-46,8239750","-23,3349650","-46,8240020"
CGR 10,Bueiro,SP 354,27/11/2024,"40,3000","0,00","0,80",Bueiro Simples Tubular de Concreto,"-23,3351750","-46,8238680","0,0000000","0,0000000"
CGR 10,Bueiro,SP 354,27/11/2024,"40,3000","100,00","0,60",Bueiro Simples Tubular de Concreto,"-23,3349700","-46,8240200","-23,3341000","-46,8240050"
CGR 10,Bueiro,SP 354,27/11/2024,"40,4000","0,00","0,60",Bueiro Simples Tubular de Concreto,"-23,3341000","-46,8240150","0,0000000","0,0000000"
CGR 10,Bueiro,SP 354,27/11/2024,"40,5300","0,00","0,00",Bueiro Simples Tubular de Concreto,"-23,3330970","-46,8239630","0,0000000","0,0000000"
CGR 10,Bueiro,SP 354,27/11/2024,"41,1400","30,00","0,60",Bueiro Simples Tubular de Concreto,"-23,3274370","-46,8244670","-23,3273780","-46,8242070"
CGR 10,Bueiro,SP 354,27/11/2024,"41,1620","30,00","0,60",Bueiro Simples Tubular de Concreto,"-23,3271780","-46,8244230","-23,3273880","-46,8242230"
CGR 10,Bueiro,SP 354,27/11/2024,"41,2100","48,00","0,60",Bueiro Simples Tubular de Concreto,"-23,3268370","-46,8246500","-23,3271670","-46,8244530"
CGR 10,Bueiro,SP 354,27/11/2024,"41,3300","0,00","0,60",Bueiro Simples Tubular de Concreto,"-23,3261250","-46,8255970","0,0000000","0,0000000"
CGR 10,Bueiro,SP 354,27/11/2024,"41,3850","0,00","0,60",Bueiro Simples Tubular de Concreto,"-23,3258780","-46,8259270","0,0000000","0,0000000"
CGR 10,Bueiro,SP 354,27/11/2024,"42,1750","0,00","0,00",Bueiro Simples Tubular de Concreto,"-23,3193080","-46,8239930","0,0000000","0,0000000"
CGR 10,Bueiro,SP 354,27/11/2024,"42,2700","0,00","0,80",Bueiro Simples Tubular de Concreto,"-23,3186550","-46,8232870","0,0000000","0,0000000"
CGR 10,Bueiro,SP 354,27/11/2024,"42,4160","10,00","0,60",Bueiro Simples Tubular de Concreto,"-23,3175350","-46,8226530","0,0000000","0,0000000"
CGR 10,Bueiro,SP 354,27/11/2024,"42,4470","31,00","0,60",Bueiro Simples Tubular de Concreto,"-23,3173180","-46,8224520","-23,3175120","-46,8226580"
CGR 10,Bueiro,SP 354,27/11/2024,"42,4720","25,00","0,60",Bueiro Simples Tubular de Concreto,"-23,3171200","-46,8223080","-23,3173570","-46,8224670"
CGR 10,Bueiro,SP 354,27/11/2024,"44,1200","0,00","0,00",Bueiro Simples Tubular de Concreto,"-23,3059000","-46,8121680","0,0000000","0,0000000"
CGR 10,Bueiro,SP 354,27/11/2024,"44,2200","0,00","0,00",Bueiro Simples Tubular de Concreto,"-23,3050550","-46,8117280","0,0000000","0,0000000"
CGR 10,Bueiro,SP 354,27/11/2024,"45,6600","26,00","0,60",Bueiro Simples Tubular de Concreto,"-23,2938300","-46,8047920","-23,2939020","-46,8046450"
CGR 10,Bueiro,SP 354,27/11/2024,"47,6900","20,00","0,60",Bueiro Simples Tubular de Concreto,"-23,2785330","-46,7944700","-23,2784770","-46,7945730"
CGR 10,Bueiro,SP 354,27/11/2024,"47,8000","27,00","0,60",Bueiro Simples Tubular de Concreto,"-23,2777670","-46,7939020","-23,2776750","-46,7940000"
CGR 10,Bueiro,SP 354,27/11/2024,"47,9500","24,00","0,60",Bueiro Simples Tubular de Concreto,"-23,2767620","-46,7929930","-23,2766500","-46,7931230"
CGR 10,Bueiro,SP 354,27/11/2024,"48,4500","22,00","0,60",Bueiro Simples Tubular de Concreto,"-23,2727820","-46,7940000","-23,2726300","-46,7938270"
CGR 10,Bueiro,SP 354,27/11/2024,"48,8500","18,00","0,60",Bueiro Simples Tubular de Concreto,"-23,2696770","-46,7959130","-23,2696530","-46,7958220"
CGR 10,Bueiro,SP 354,27/11/2024,"49,3250","22,00","0,80",Bueiro Simples Tubular de Concreto,"-23,2656980","-46,7976400","-23,2658380","-46,7973700"
CGR 10,Bueiro,SP 354,27/11/2024,"49,3250","23,00","0,80",Bueiro Simples Tubular de Concreto,"-23,2657550","-46,7974820","-23,2657730","-46,7974920"
CGR 10,Bueiro,SPA 032/280,30/10/2024,"0,3000","14,00","0,60",Bueiro Simples Tubular de Concreto,"-23,5176000","-46,9230000","-23,5175000","-46,9228000"
CGR 10,Bueiro,SPA 032/280,30/10/2024,"0,4500","3,60","0,80",Bueiro Simples Tubular de Concreto,"-23,5171000","-46,9216000","-23,5171000","-46,9216000"
CGR 10,Bueiro,SPA 032/280,30/10/2024,"0,5000","12,40","0,60",Bueiro Simples Tubular de Concreto,"-23,5170000","-46,9208000","-23,5169000","-46,9207000"
CGR 10,Bueiro,SPA 032/280,30/10/2024,"0,8000","2,95","0,80",Bueiro Simples Tubular de Concreto,"-23,5164000","-46,9187000","-23,5163000","-46,9186000"
CGR 10,Bueiro,SPA 032/280,30/10/2024,"1,0500","7,00","0,80",Bueiro Simples Tubular de Concreto,"-23,5167000","-46,9147000","-23,5167000","-46,9145000"
CGR 10,Bueiro,SPA 032/280,30/10/2024,"1,6000","8,40","0,80",Bueiro Simples Tubular de Concreto,"-23,5182000","-46,9133000","-23,5182000","-46,9132000"
CGR 10,Bueiro,SPA 032/280,30/10/2024,"2,0000","0,00","0,00",Bueiro Simples Tubular de Concreto,"-23,5207300","-46,9099300","0,0000000","0,0000000"
CGR 10,Bueiro,SPA 032/280,30/10/2024,"2,0000","0,00","0,00",Bueiro Simples Tubular de Concreto,"-23,5206000","-46,9101000","0,0000000","0,0000000"
CGR 10,Bueiro,SPA 032/280,30/10/2024,"2,0000","0,00","0,00",Bueiro Simples Tubular de Concreto,"-23,5208000","-46,9102000","0,0000000","0,0000000"
CGR 10,Bueiro,SPA 032/280,30/10/2024,"2,0000","0,00","0,00",Bueiro Simples Tubular de Concreto,"-23,5206000","-46,9106000","0,0000000","0,0000000"
CGR 10,Bueiro,SPA 032/280,30/10/2024,"2,0000","0,00","0,00",Bueiro Simples Tubular de Concreto,"-23,5203000","-46,9108000","0,0000000","0,0000000"
CGR 10,Bueiro,SPA 032/280,23/12/2024,"2,0400","10,20","0,60",Bueiro Simples Tubular de Concreto,"-23,5209300","-46,9095100","-23,5210000","-46,9094900"
CGR 10,Bueiro,SPA 032/280,23/12/2024,"2,0400","36,00","0,00",Bueiro Simples Tubular de Concreto,"-23,5210000","-46,9095100","-23,5233400","-46,9076600"
CGR 10,Bueiro,SPA 032/280,23/12/2024,"2,0700","9,00","0,00",Bueiro Simples Tubular de Concreto,"-23,5210400","-46,9091300","-23,5210500","-46,9091900"
CGR 10,Bueiro,SPA 032/280,23/12/2024,"2,4000","20,00","0,60",Bueiro Simples Tubular de Concreto,"-23,5233600","-46,9076500","-23,5232400","-46,9075400"
CGR 10,Bueiro,SPA 032/280,23/12/2024,"2,4400","460,00","0,80",Bueiro Simples Tubular de Concreto,"-23,5236500","-46,9074400","-23,5271700","-46,9047600"
CGR 10,Bueiro,SPA 032/280,23/12/2024,"2,8500","33,00","0,00",Bueiro Simples Tubular de Concreto,"-23,5267500","-46,9047300","-23,5269800","-46,9049300"
CGR 10,Bueiro,SPA 032/280,23/12/2024,"3,0000","0,00","0,60",Bueiro Simples Tubular de Concreto,"-23,5277500","-46,9042300","0,0000000","0,0000000"
CGR 10,Bueiro,SPA 042/332,27/11/2024,"0,2000","17,00","0,80",Bueiro Simples Tubular de Concreto,"-23,3049800","-46,7594900","-23,3049200","-46,7593400"
CGR 10,Bueiro,SPA 042/332,27/11/2024,"0,4000","19,00","0,80",Bueiro Simples Tubular de Concreto,"-23,3060600","-46,7580800","-23,3059000","-46,7580100"
CGR 10,Bueiro,SPA 042/332,27/11/2024,"0,8500","16,50","0,80",Bueiro Simples Tubular de Concreto,"-23,3018100","-46,7554800","-23,3017200","-46,7555700"
CGR 10,Bueiro,SPA 042/332,27/11/2024,"1,1000","0,00","0,80",Bueiro Simples Tubular de Concreto,"-23,2999400","-46,7545900","0,0000000","0,0000000"
CGR 10,Bueiro,SPA 042/332,27/11/2024,"1,2000","26,00","0,80",Bueiro Simples Tubular de Concreto,"-23,2988500","-46,7541900","-23,2988100","-46,7543400"
CGR 11,Bueiro,SP 310,26/11/2024,"573,0000","14,10","1,00",Bueiro Simples Tubular de Concreto,"-20,6473950","-50,6278560","-20,6475720","-50,6278480"
CGR 11,Bueiro,SP 310,25/05/2023,"573,2600","18,60","0,80",Bueiro Simples Tubular de Concreto,"-20,6468730","-50,6316280","-20,6460440","-50,6356010"
CGR 11,Bueiro,SP 310,25/05/2023,"573,8400","18,60","0,80",Bueiro Simples Tubular de Concreto,"-20,6459340","-50,6356710","-20,6460440","-50,6356010"
CGR 11,Bueiro,SP 310,25/05/2023,"574,6000","20,30","0,80",Bueiro Simples Tubular de Concreto,"-20,6429220","-50,6512060","-20,6430150","-50,6509330"
CGR 11,Bueiro,SP 310,25/05/2023,"574,7000","12,40","0,60",Bueiro Simples Tubular de Concreto,"-20,6428510","-50,6517610","-20,6428090","-50,6517540"
CGR 11,Bueiro,SP 310,25/05/2023,"574,8000","19,70","0,80",Bueiro Triplo Tubular de Concreto,"-20,6427890","-50,6526160","-20,6425720","-50,6525380"
CGR 11,Bueiro,SP 310,25/05/2023,"574,9000","20,80","1,00",Bueiro Simples Tubular de Concreto,"-20,6422050","-50,6567190","-20,6425570","-50,6568810"
CGR 11,Bueiro,SP 310,25/05/2023,"575,0000","68,90","0,80",Bueiro Simples Tubular de Concreto,"-20,6416550","-50,6590910","-20,6409990","-50,6589270"
CGR 11,Bueiro,SP 310,25/05/2023,"575,2000","13,70","0,60",Bueiro Simples Tubular de Concreto,"-20,6410900","-50,6608550","-20,6410580","-50,6609730"
CGR 11,Bueiro,SP 310,26/11/2024,"575,3000","26,70","0,80",Bueiro Triplo Tubular de Concreto,"-20,6427700","-50,6526620","-20,6425810","-50,6525800"
CGR 11,Bueiro,SP 310,26/11/2024,"577,1700","18,30","2,00",Bueiro Simples Celular de Concreto,"-20,6394680","-50,6689310","-20,6395850","-50,6689950"
CGR 11,Bueiro,SP 310,26/11/2024,"578,0000","5,60","0,60",Bueiro Simples Tubular de Concreto,"-20,6380810","-50,6769560","-20,6380610","-50,6770460"
CGR 11,Bueiro,SP 310,25/05/2023,"578,1000","17,70","0,80",Bueiro Simples Tubular de Concreto,"-20,6379920","-50,6774360","-20,6378180","-50,6773730"
CGR 11,Bueiro,SP 310,26/11/2024,"578,3000","5,60","0,60",Bueiro Simples Tubular de Concreto,"-20,6375960","-50,6792920","-20,6375860","-50,6793900"
CGR 11,Bueiro,SP 310,26/11/2024,"578,3500","5,60","0,60",Bueiro Simples Tubular de Concreto,"-20,6373120","-50,6807840","-20,6372960","-50,6808850"
CGR 11,Bueiro,SP 310,26/11/2024,"578,4000","5,60","0,60",Bueiro Simples Tubular de Concreto,"-20,6371410","-50,6816850","-20,6371560","-50,6816060"
CGR 11,Bueiro,SP 310,02/06/2023,"579,0600","15,90","0,60",Bueiro Simples Tubular de Concreto,"-20,6360960","-50,6864990","-20,6362700","-50,6866330"
CGR 11,Bueiro,SP 310,02/06/2023,"579,5600","16,20","0,60",Bueiro Simples Tubular de Concreto,"-20,6351890","-50,6910220","-20,6353250","-50,6910320"
CGR 11,Bueiro,SP 310,02/06/2023,"580,2300","16,10","0,80",Bueiro Simples Tubular de Concreto,"-20,6337980","-50,6978580","-20,6339940","-50,6979270"
CGR 11,Bueiro,SP 310,02/06/2023,"580,3500","7,00","0,80",Bueiro Simples Tubular de Concreto,"-20,6336760","-50,6994000","-20,6336730","-50,6994740"
CGR 11,Bueiro,SP 310,02/06/2023,"581,3000","16,50","0,80",Bueiro Simples Tubular de Concreto,"-20,6318040","-50,7093230","-20,6316140","-50,7093300"
CGR 11,Bueiro,SP 310,02/06/2023,"582,1000","16,10","2,00",Bueiro Duplo Celular de Concreto,"-20,6301470","-50,7160170","-20,6304850","-50,7160040"
CGR 11,Bueiro,SP 310,02/06/2023,"582,1500","20,00","1,20",Bueiro Duplo Tubular de Concreto,"-20,6300780","-50,7167020","-20,6301110","-50,7166730"
CGR 11,Bueiro,SP 310,02/06/2023,"582,2000","12,00","0,60",Bueiro Simples Tubular de Concreto,"-20,6303350","-50,7171790","-20,6303580","-50,7171640"
CGR 11,Bueiro,SP 310,02/06/2023,"583,1000","16,10","0,80",Bueiro Simples Tubular de Concreto,"-20,6285940","-50,7255860","-20,6284370","-50,7255100"
CGR 11,Bueiro,SP 310,02/06/2023,"583,7000","16,00","0,80",Bueiro Simples Tubular de Concreto,"-20,6275060","-50,7311220","-20,6273130","-50,7310270"
CGR 11,Bueiro,SP 310,02/06/2023,"583,9000","16,00","0,80",Bueiro Simples Tubular de Concreto,"-20,6268390","-50,7334230","-20,6268480","-50,7334270"
CGR 11,Bueiro,SP 310,26/11/2024,"584,7300","15,00","0,40",Bueiro Simples Tubular de Concreto,"-20,6254100","-50,7409860","-20,6253490","-50,7412000"
CGR 11,Bueiro,SP 310,26/11/2024,"585,0600","16,30","0,80",Bueiro Simples Tubular de Concreto,"-20,6248320","-50,7438720","-20,6250430","-50,7439430"
CGR 11,Bueiro,SP 310,02/06/2023,"586,0000","16,50","0,60",Bueiro Simples Tubular de Concreto,"-20,6230970","-50,7531000","-20,6231930","-50,7532440"
CGR 11,Bueiro,SP 310,02/06/2023,"585,5100","16,10","0,60",Bueiro Simples Tubular de Concreto,"-20,6239230","-50,7487610","-20,6240910","-50,7487480"
CGR 11,Bueiro,SP 310,02/06/2023,"586,7000","16,10","0,60",Bueiro Simples Tubular de Concreto,"-20,6219470","-50,7596970","-20,6217730","-50,7596880"
CGR 11,Bueiro,SP 310,02/06/2023,"587,1000","16,50","1,00",Bueiro Simples Tubular de Concreto,"-20,6211200","-50,7629550","-20,6213500","-50,7629180"
CGR 11,Bueiro,SP 310,02/06/2023,"587,3300","16,20","0,80",Bueiro Simples Tubular de Concreto,"-20,6210030","-50,7647150","-20,6208570","-50,7643890"
CGR 11,Bueiro,SP 310,02/06/2023,"587,3900","13,00","0,60",Bueiro Simples Tubular de Concreto,"-20,6208330","-50,7650770","-20,6207360","-50,7649510"
CGR 11,Bueiro,SP 310,02/06/2023,"587,4000","21,00","0,60",Bueiro Simples Tubular de Concreto,"-20,6206530","-50,4659480","-20,6206920","-50,7656620"
CGR 11,Bueiro,SP 310,02/06/2023,"587,4300","20,00","0,80",Bueiro Simples Tubular de Concreto,"-20,6201310","-50,7669620","-20,6205820","-50,7667960"
CGR 11,Bueiro,SP 310,02/06/2023,"587,4700","10,00","0,60",Bueiro Simples Tubular de Concreto,"-20,6202410","-50,7678260","-20,6202950","-50,7675810"
CGR 11,Bueiro,SP 310,25/05/2023,"589,4050","17,00","2,00",Bueiro Simples Celular de Concreto,"-20,6148490","-50,7950940","-20,6148820","-50,7947710"
CGR 11,Bueiro,SP 310,26/11/2024,"591,3500","17,00","1,20",Bueiro Triplo Tubular de Concreto,"-20,6132430","-50,8034380","-20,6134600","-50,8035190"
CGR 11,Bueiro,SP 310,25/05/2023,"592,0000","20,50","0,60",Bueiro Simples Tubular de Concreto,"-20,6123300","-50,8087750","-20,6122100","-50,8086310"
CGR 11,Bueiro,SP 310,25/05/2023,"592,1500","20,70","0,60",Bueiro Simples Tubular de Concreto,"-20,6122310","-50,8093340","-20,6121720","-50,8095890"
CGR 11,Bueiro,SP 310,25/05/2023,"592,3000","20,50","0,80",Bueiro Simples Tubular de Concreto,"-20,6110210","-50,8128430","-20,6117510","-50,8123690"
CGR 11,Bueiro,SP 310,25/05/2023,"592,5000","25,00","1,00",Bueiro Simples Tubular de Concreto,"-20,6108810","-50,8167080","-20,6108600","-50,8167900"
CGR 11,Bueiro,SP 310,25/05/2023,"594,9030","19,00","0,80",Bueiro Simples Tubular de Concreto,"-20,6099700","-50,8346310","-20,6097620","-50,8346540"
CGR 11,Bueiro,SP 310,26/11/2024,"595,2000","19,00","0,80",Bueiro Simples Tubular de Concreto,"-20,6104260","-50,8373720","-20,6101750","-50,8373510"
CGR 11,Bueiro,SP 310,26/11/2024,"596,1000","18,60","2,00",Bueiro Simples Celular de Concreto,"-20,6119770","-50,8472810","-20,6118000","-50,8472590"
CGR 11,Bueiro,SP 310,25/05/2023,"597,1000","19,30","0,80",Bueiro Simples Tubular de Concreto,"-20,6145760","-50,8642310","-20,6146120","-50,8641380"
CGR 11,Bueiro,SP 310,25/05/2023,"597,7000","19,30","2,00",Bueiro Simples Tubular de Concreto,"-20,6158490","-50,8709970","-20,6156680","-50,8710490"
CGR 11,Bueiro,SP 310,25/05/2023,"599,8450","18,60","0,80",Bueiro Simples Tubular de Concreto,"-20,6170230","-50,8783420","-20,6168800","-50,8783950"
CGR 11,Bueiro,SP 310,06/06/2023,"601,3000","18,00","1,50",Bueiro Simples Tubular de Concreto,"-20,6191770","-50,8925660","-20,6193270","-50,8925680"
CGR 11,Bueiro,SP 310,06/06/2023,"602,1000","20,00","0,60",Bueiro Simples Tubular de Concreto,"-20,6204910","-50,9000600","-20,6201920","-50,9000290"
CGR 11,Bueiro,SP 310,06/06/2023,"604,6000","18,00","1,50",Bueiro Simples Tubular de Concreto,"-20,6203400","-50,9253020","-20,6205170","-50,9252980"
CGR 11,Bueiro,SP 310,06/06/2023,"605,1400","50,00","2,00",Bueiro Simples Tubular de Concreto,"-20,6200800","-50,9309380","-20,6199100","-50,9308440"
CGR 11,Bueiro,SP 310,06/06/2023,"605,2000","26,60","0,60",Bueiro Simples Tubular de Concreto,"-20,6200070","-50,9326330","-20,6200250","-50,9322880"
CGR 11,Bueiro,SP 310,27/11/2024,"606,5000","18,00","1,00",Bueiro Simples Tubular de Concreto,"-20,6196710","-50,9425920","-20,6198110","-50,9425760"
CGR 11,Bueiro,SP 310,06/06/2023,"606,7000","18,00","0,80",Bueiro Simples Tubular de Concreto,"-20,6197260","-50,9441060","-20,6198130","-50,9427550"
CGR 11,Bueiro,SP 310,06/06/2023,"607,3300","18,00","2,00",Bueiro Simples Celular de Concreto,"-20,6194720","-50,9498320","-20,6185770","-50,9444530"
CGR 11,Bueiro,SP 310,06/06/2023,"607,7000","18,00","0,80",Bueiro Simples Tubular de Concreto,"-20,6191580","-50,9537130","-20,6193130","-50,9536990"
CGR 11,Bueiro,SP 310,06/06/2023,"608,5000","20,00","2,00",Bueiro Simples Celular de Concreto,"-20,6190380","-50,9616280","-20,6190140","-50,9614460"
CGR 11,Bueiro,SP 310,06/06/2023,"608,9900","9,00","0,60",Bueiro Simples Tubular de Concreto,"-20,6188900","-50,9655460","-20,6188690","-50,9653630"
CGR 11,Bueiro,SP 310,06/06/2023,"609,5400","18,00","0,60",Bueiro Simples Tubular de Concreto,"-20,6186090","-50,9698600","-20,6185120","-50,9698950"
CGR 11,Bueiro,SP 310,06/06/2023,"610,6000","20,00","1,00",Bueiro Simples Tubular de Concreto,"-20,6178980","-50,9819180","-20,6179570","-50,9819120"
CGR 11,Bueiro,SP 310,06/06/2023,"612,1000","18,00","0,80",Bueiro Simples Tubular de Concreto,"-20,6175560","-50,9957320","-20,6173680","-50,9957780"
CGR 11,Bueiro,SP 310,06/06/2023,"612,4000","18,00","0,80",Bueiro Simples Tubular de Concreto,"-20,6175630","-50,9957920","-20,6174470","-50,9988220"
CGR 11,Bueiro,SP 310,06/06/2023,"612,6000","14,00","0,60",Bueiro Simples Tubular de Concreto,"-20,6172870","-51,0012040","-20,6171760","-50,0010690"
CGR 11,Bueiro,SP 310,06/06/2023,"612,6500","21,30","0,60",Bueiro Simples Tubular de Concreto,"-20,6172350","-51,0020660","-20,6172620","-50,0017920"
CGR 11,Bueiro,SP 310,06/06/2023,"612,7200","21,00","0,60",Bueiro Simples Tubular de Concreto,"-20,6170480","-51,0040090","-20,6170930","-51,0037190"
CGR 11,Bueiro,SP 310,06/06/2023,"613,8000","21,00","0,80",Bueiro Simples Tubular de Concreto,"-20,6166550","-51,0120750","-20,6169640","-51,0121430"
CGR 11,Bueiro,SP 310,06/06/2023,"615,2000","20,00","2,00",Bueiro Simples Celular de Concreto,"-20,6163050","-51,0259650","-20,6161290","-51,0260310"
CGR 11,Bueiro,SP 310,06/06/2023,"615,7000","20,00","2,00",Bueiro Simples Celular de Concreto,"-20,6160370","-51,0306240","-20,6159900","-51,0306880"
CGR 11,Bueiro,SP 310,06/06/2023,"615,8700","20,00","0,60",Bueiro Simples Tubular de Concreto,"-20,6160850","-51,0320780","-20,6158360","-51,0316420"
CGR 11,Bueiro,SP 310,06/06/2023,"617,6000","20,00","2,00",Bueiro Simples Celular de Concreto,"-20,6153830","-51,0487630","-20,6151170","-51,0487120"
CGR 11,Bueiro,SP 310,06/06/2023,"617,9500","20,00","0,80",Bueiro Simples Tubular de Concreto,"-20,6152530","-51,0519670","-20,6149070","-51,0518300"
CGR 11,Bueiro,SP 310,06/06/2023,"619,2000","20,00","0,80",Bueiro Simples Tubular de Concreto,"-20,6145450","-51,0642250","-20,6144960","-51,0641320"
CGR 11,Bueiro,SP 310,06/06/2023,"619,8300","18,00","2,00",Bueiro Simples Tubular Metálico,"-20,6144710","-51,0704950","-20,6144010","-51,0706236"
CGR 11,Bueiro,SP 310,06/06/2023,"620,1000","9,00","0,40",Bueiro Simples Tubular de Concreto,"-20,6141800","-51,0728370","-20,6141690","-51,0730210"
CGR 11,Bueiro,SP 310,06/06/2023,"620,3000","20,00","1,50",Bueiro Simples Tubular de Concreto,"-20,6142580","-51,0745550","-20,6140980","-51,0746470"
CGR 11,Bueiro,SP 310,06/06/2023,"620,9100","21,00","1,00",Bueiro Triplo Tubular de Concreto,"-20,6148860","-51,0802300","-20,6145870","-51,0802510"
CGR 11,Bueiro,SP 310,06/06/2023,"621,5200","26,00","1,00",Bueiro Duplo Tubular de Concreto,"-20,6179910","-51,0832550","-20,6180970","-51,0829740"
CGR 11,Bueiro,SP 310,06/06/2023,"621,6000","13,00","0,40",Bueiro Simples Tubular de Concreto,"-20,6198780","-51,0842940","-20,6180950","-51,0830250"
CGR 11,Bueiro,SP 310,02/06/2023,"623,3000","26,70","0,80",Bueiro Simples Tubular de Concreto,"-20,6139580","-51,0916450","-20,6137020","-51,0918130"
CGR 11,Bueiro,SP 310,02/06/2023,"623,6500","72,20","0,80",Bueiro Simples Tubular de Concreto,"-20,6135270","-51,0924140","-20,6127730","-51,0923830"
CGR 11,Bueiro,SP 310,02/06/2023,"623,6700","51,70","0,80",Bueiro Simples Tubular de Concreto,"-20,6123920","-51,0920340","-20,6124170","-51,0926610"
CGR 11,Bueiro,SP 310,02/06/2023,"623,7000","27,00","0,80",Bueiro Simples Tubular de Concreto,"-20,6119990","-51,0929140","-20,6116320","-51,0931420"
CGR 11,Bueiro,SP 310,02/06/2023,"623,7200","26,00","0,80",Bueiro Simples Tubular de Concreto,"-20,6116300","-51,0931650","-20,6114430","-51,0934370"
CGR 11,Bueiro,SP 310,02/06/2023,"623,8300","16,10","1,00",Bueiro Simples Tubular de Concreto,"-20,6090810","-51,0949120","-20,6090020","-51,0947510"
CGR 11,Bueiro,SP 310,02/06/2023,"623,8700","16,10","1,00",Bueiro Simples Celular de Concreto,"-20,6093270","-51,0945510","-20,6093900","-51,0946570"
CGR 11,Bueiro,SP 310,02/06/2023,"624,4000","16,10","2,00",Bueiro Simples Celular de Concreto,"-20,6047970","-51,0974750","-20,6048520","-51,0975860"
CGR 11,Bueiro,SP 310,02/06/2023,"625,5500","16,10","0,80",Bueiro Simples Celular de Concreto,"-20,5961030","-51,1031850","-20,5960480","-51,1030870"
CGR 11,Bueiro,SP 310,02/06/2023,"625,8700","16,10","0,80",Bueiro Simples Tubular de Concreto,"-20,5943180","-51,1044370","-20,5941730","-51,1042770"
CGR 11,Bueiro,SP 310,02/06/2023,"626,2100","16,00","2,00",Bueiro Simples Celular de Concreto,"-20,5902150","-51,1076110","-20,5904120","-51,1075150"
CGR 11,Bueiro,SP 310,02/06/2023,"627,1000","12,00","0,60",Bueiro Simples Tubular de Concreto,"-20,5871150","-51,1146540","-20,5867480","-51,1143370"
CGR 11,Bueiro,SP 310,02/06/2023,"628,0000","16,00","2,00",Bueiro Simples Celular de Concreto,"-20,5823970","-51,1225400","-20,5824510","-51,1229400"
CGR 11,Bueiro,SP 310,02/06/2023,"628,2000","16,00","0,80",Bueiro Simples Tubular de Concreto,"-20,5815800","-51,1241520","-20,5817060","-51,1243370"
CGR 11,Bueiro,SP 310,02/06/2023,"629,1000","16,10","2,00",Bueiro Duplo Celular de Concreto,"-20,5774230","-51,1320870","-20,5775620","-51,1321890"
CGR 11,Bueiro,SP 310,02/06/2023,"629,4500","16,00","0,80",Bueiro Simples Tubular de Concreto,"-20,5759050","-51,1353060","-20,5757270","-51,1353410"
CGR 11,Bueiro,SP 310,02/06/2023,"629,9700","15,90","0,80",Bueiro Simples Tubular de Concreto,"-20,5733180","-51,1399220","-20,5734320","-51,1399830"
CGR 11,Bueiro,SP 310,02/06/2023,"631,4500","16,00","2,00",Bueiro Simples Celular de Concreto,"-20,5678900","-51,1509640","-20,5677900","-51,1508990"
CGR 11,Bueiro,SP 310,02/06/2023,"632,3300","15,90","0,80",Bueiro Simples Tubular de Concreto,"-20,5651890","-51,1583340","-20,5653110","-51,1584000"
CGR 11,Bueiro,SP 310,02/06/2023,"632,4000","15,90","2,00",Bueiro Simples Celular de Concreto,"-20,5648120","-51,1596550","-20,5648220","-51,1593900"
CGR 11,Bueiro,SP 310,02/06/2023,"633,6700","15,90","2,00",Bueiro Simples Celular de Concreto,"-20,5611150","-51,1703640","-20,5610740","-51,1701930"
CGR 11,Bueiro,SP 310,02/06/2023,"633,7900","15,90","0,80",Bueiro Simples Tubular de Concreto,"-20,5604150","-51,1719830","-20,5605400","-51,1720450"
CGR 11,Bueiro,SP 310,02/06/2023,"634,4000","16,00","2,00",Bueiro Simples Tubular de Concreto,"-20,5582280","-51,1784220","-20,5583630","-51,1784400"
CGR 11,Bueiro,SP 310,02/06/2023,"635,3000","16,10","2,00",Bueiro Simples Tubular de Concreto,"-20,5551990","-51,1875770","-20,5550600","-51,1874810"
CGR 11,Bueiro,SP 310,02/06/2023,"635,4000","15,90","1,00",Bueiro Simples Tubular de Concreto,"-20,5547100","-51,1886100","-20,5547760","-51,1886980"
CGR 11,Bueiro,SP 310,02/06/2023,"639,4500","16,10","0,80",Bueiro Simples Tubular de Concreto,"-20,5428690","-51,2231960","-20,5427410","-51,2231360"
CGR 11,Bueiro,SP 310,02/06/2023,"640,5000","16,10","0,60",Bueiro Simples Tubular de Concreto,"-20,5398850","-51,2314030","-20,5399900","-51,2314670"
